,Trapnest,Date,Nest_ID,Site,Subsite,Treatment,Cavity_number,Straw_ID,Filled_length_mm,Straw_length_mm,Cavity_ID,Status,Occupant,Good_days,Bee_choice,New_nests_os,New_nests_meg,New_nest_sum,Osmia_ps_prior,Osmia_no_ps_prior,Meg_ps_prior,Meg_no_ps_prior,Number_of_cells,Cumulative_par,Prop_cells_par,Par_in_trapnest,Day_of_year
12137,trapnest_33,2023-05-29,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,149
12167,trapnest_33,2023-05-31,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12196,trapnest_33,2023-05-31,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12225,trapnest_33,2023-05-31,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12254,trapnest_33,2023-05-31,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12283,trapnest_33,2023-05-31,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12312,trapnest_33,2023-05-31,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12341,trapnest_33,2023-05-31,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12370,trapnest_33,2023-05-31,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12399,trapnest_33,2023-05-31,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
11906,trapnest_33,2023-05-31,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
11935,trapnest_33,2023-05-31,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
11964,trapnest_33,2023-05-31,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
11993,trapnest_33,2023-05-31,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12022,trapnest_33,2023-05-31,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12051,trapnest_33,2023-05-31,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12080,trapnest_33,2023-05-31,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12109,trapnest_33,2023-05-31,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12138,trapnest_33,2023-05-31,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151
12168,trapnest_33,2023-06-01,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12197,trapnest_33,2023-06-01,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12226,trapnest_33,2023-06-01,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12255,trapnest_33,2023-06-01,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12284,trapnest_33,2023-06-01,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12313,trapnest_33,2023-06-01,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12342,trapnest_33,2023-06-01,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12371,trapnest_33,2023-06-01,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12400,trapnest_33,2023-06-01,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
11907,trapnest_33,2023-06-01,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
11936,trapnest_33,2023-06-01,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
11965,trapnest_33,2023-06-01,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
11994,trapnest_33,2023-06-01,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12023,trapnest_33,2023-06-01,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12052,trapnest_33,2023-06-01,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12081,trapnest_33,2023-06-01,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12110,trapnest_33,2023-06-01,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12139,trapnest_33,2023-06-01,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,152
12169,trapnest_33,2023-06-04,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12198,trapnest_33,2023-06-04,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12227,trapnest_33,2023-06-04,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12256,trapnest_33,2023-06-04,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12285,trapnest_33,2023-06-04,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12314,trapnest_33,2023-06-04,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12343,trapnest_33,2023-06-04,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12372,trapnest_33,2023-06-04,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12401,trapnest_33,2023-06-04,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
11908,trapnest_33,2023-06-04,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
11937,trapnest_33,2023-06-04,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
11966,trapnest_33,2023-06-04,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
11995,trapnest_33,2023-06-04,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12024,trapnest_33,2023-06-04,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12053,trapnest_33,2023-06-04,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12082,trapnest_33,2023-06-04,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12111,trapnest_33,2023-06-04,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12140,trapnest_33,2023-06-04,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,155
12170,trapnest_33,2023-06-05,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12199,trapnest_33,2023-06-05,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12228,trapnest_33,2023-06-05,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12257,trapnest_33,2023-06-05,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12286,trapnest_33,2023-06-05,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12315,trapnest_33,2023-06-05,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12344,trapnest_33,2023-06-05,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12373,trapnest_33,2023-06-05,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12402,trapnest_33,2023-06-05,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
11909,trapnest_33,2023-06-05,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
11938,trapnest_33,2023-06-05,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
11967,trapnest_33,2023-06-05,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
11996,trapnest_33,2023-06-05,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12025,trapnest_33,2023-06-05,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12054,trapnest_33,2023-06-05,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12083,trapnest_33,2023-06-05,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12112,trapnest_33,2023-06-05,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12141,trapnest_33,2023-06-05,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,156
12171,trapnest_33,2023-06-08,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12200,trapnest_33,2023-06-08,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12229,trapnest_33,2023-06-08,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12258,trapnest_33,2023-06-08,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12287,trapnest_33,2023-06-08,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12316,trapnest_33,2023-06-08,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12345,trapnest_33,2023-06-08,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12374,trapnest_33,2023-06-08,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12403,trapnest_33,2023-06-08,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
11910,trapnest_33,2023-06-08,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
11939,trapnest_33,2023-06-08,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
11968,trapnest_33,2023-06-08,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
11997,trapnest_33,2023-06-08,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12026,trapnest_33,2023-06-08,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12055,trapnest_33,2023-06-08,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12084,trapnest_33,2023-06-08,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12113,trapnest_33,2023-06-08,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12142,trapnest_33,2023-06-08,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,159
12172,trapnest_33,2023-06-10,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12201,trapnest_33,2023-06-10,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12230,trapnest_33,2023-06-10,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12259,trapnest_33,2023-06-10,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12288,trapnest_33,2023-06-10,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12317,trapnest_33,2023-06-10,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12346,trapnest_33,2023-06-10,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12375,trapnest_33,2023-06-10,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12404,trapnest_33,2023-06-10,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
11911,trapnest_33,2023-06-10,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
11940,trapnest_33,2023-06-10,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
11969,trapnest_33,2023-06-10,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
11998,trapnest_33,2023-06-10,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12027,trapnest_33,2023-06-10,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12056,trapnest_33,2023-06-10,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12085,trapnest_33,2023-06-10,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12114,trapnest_33,2023-06-10,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12143,trapnest_33,2023-06-10,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161
12173,trapnest_33,2023-06-11,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12202,trapnest_33,2023-06-11,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12231,trapnest_33,2023-06-11,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12260,trapnest_33,2023-06-11,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12289,trapnest_33,2023-06-11,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12318,trapnest_33,2023-06-11,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12347,trapnest_33,2023-06-11,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12376,trapnest_33,2023-06-11,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12405,trapnest_33,2023-06-11,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
11912,trapnest_33,2023-06-11,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
11941,trapnest_33,2023-06-11,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
11970,trapnest_33,2023-06-11,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
11999,trapnest_33,2023-06-11,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12028,trapnest_33,2023-06-11,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12057,trapnest_33,2023-06-11,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12086,trapnest_33,2023-06-11,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12115,trapnest_33,2023-06-11,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12144,trapnest_33,2023-06-11,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162
12174,trapnest_33,2023-06-12,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12203,trapnest_33,2023-06-12,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12232,trapnest_33,2023-06-12,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12261,trapnest_33,2023-06-12,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12290,trapnest_33,2023-06-12,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12319,trapnest_33,2023-06-12,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12348,trapnest_33,2023-06-12,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12377,trapnest_33,2023-06-12,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12406,trapnest_33,2023-06-12,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
11913,trapnest_33,2023-06-12,33_10a,NN,K,High,10,a,NA,NA,33_10,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
11942,trapnest_33,2023-06-12,33_11a,NN,K,High,11,a,NA,NA,33_11,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
11971,trapnest_33,2023-06-12,33_12a,NN,K,High,12,a,NA,NA,33_12,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12000,trapnest_33,2023-06-12,33_13a,NN,K,High,13,a,NA,NA,33_13,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12029,trapnest_33,2023-06-12,33_14a,NN,K,High,14,a,NA,NA,33_14,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12058,trapnest_33,2023-06-12,33_15a,NN,K,High,15,a,NA,NA,33_15,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12087,trapnest_33,2023-06-12,33_16a,NN,K,High,16,a,NA,NA,33_16,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12116,trapnest_33,2023-06-12,33_17a,NN,K,High,17,a,NA,NA,33_17,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12145,trapnest_33,2023-06-12,33_18a,NN,K,High,18,a,NA,NA,33_18,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,163
12175,trapnest_33,2023-06-15,33_1a,NN,K,High,1,a,NA,NA,33_1,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12204,trapnest_33,2023-06-15,33_2a,NN,K,High,2,a,NA,NA,33_2,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12233,trapnest_33,2023-06-15,33_3a,NN,K,High,3,a,NA,NA,33_3,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12262,trapnest_33,2023-06-15,33_4a,NN,K,High,4,a,NA,NA,33_4,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12291,trapnest_33,2023-06-15,33_5a,NN,K,High,5,a,NA,NA,33_5,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12320,trapnest_33,2023-06-15,33_6a,NN,K,High,6,a,NA,NA,33_6,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12349,trapnest_33,2023-06-15,33_7a,NN,K,High,7,a,NA,NA,33_7,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12378,trapnest_33,2023-06-15,33_8a,NN,K,High,8,a,NA,NA,33_8,empty,none,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
12407,trapnest_33,2023-06-15,33_9a,NN,K,High,9,a,NA,NA,33_9,pseudo,osmia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,166
